name,type,value,date
18,,45,2019-06-24,
19,,23,2019-06-24,
20,,11,2019-06-24,
21,,9,2019-06-24,
22,,11,2019-06-24,
23,,25,2019-06-24,
0,,39,2019-06-25,
1,,200,2019-06-25,
2,,218,2019-06-25,
3,,237,2019-06-25,
4,,172,2019-06-25,
5,,169,2019-06-25,
6,,175,2019-06-25,
7,,178,2019-06-25,
8,,187,2019-06-25,
9,,139,2019-06-25,
10,,202,2019-06-25,
11,,189,2019-06-25,
12,,102,2019-06-25,
13,,139,2019-06-25,
14,,167,2019-06-25,
15,,136,2019-06-25,
16,,98,2019-06-25,
17,,36,2019-06-25,
18,,45,2019-06-25,
19,,23,2019-06-25,
20,,11,2019-06-25,
21,,9,2019-06-25,
22,,11,2019-06-25,
23,,25,2019-06-25,
0,,39,2019-06-26,
1,,200,2019-06-26,
2,,218,2019-06-26,
3,,237,2019-06-26,
4,,172,2019-06-26,
5,,169,2019-06-26,
6,,175,2019-06-26,
7,,178,2019-06-26,
8,,187,2019-06-26,
9,,139,2019-06-26,
10,,202,2019-06-26,
11,,189,2019-06-26,
12,,102,2019-06-26,
13,,139,2019-06-26,
14,,167,2019-06-26,
15,,136,2019-06-26,
16,,98,2019-06-26,
17,,36,2019-06-26,
18,,45,2019-06-26,
19,,23,2019-06-26,
20,,11,2019-06-26,
21,,9,2019-06-26,
22,,11,2019-06-26,
23,,25,2019-06-26,
0,,39,2019-06-27,
1,,200,2019-06-27,
2,,218,2019-06-27,
3,,237,2019-06-27,
4,,172,2019-06-27,
5,,169,2019-06-27,
6,,175,2019-06-27,
7,,178,2019-06-27,
8,,187,2019-06-27,
9,,139,2019-06-27,
10,,202,2019-06-27,
11,,189,2019-06-27,
12,,102,2019-06-27,
13,,139,2019-06-27,
14,,167,2019-06-27,
15,,136,2019-06-27,
16,,98,2019-06-27,
17,,36,2019-06-27,
18,,45,2019-06-27,
19,,23,2019-06-27,
20,,11,2019-06-27,
21,,9,2019-06-27,
22,,11,2019-06-27,
23,,25,2019-06-27,
0,,39,2019-06-28,
1,,200,2019-06-28,
2,,218,2019-06-28,
3,,237,2019-06-28,
4,,172,2019-06-28,
5,,169,2019-06-28,
6,,175,2019-06-28,
7,,178,2019-06-28,
8,,187,2019-06-28,
9,,139,2019-06-28,
10,,202,2019-06-28,
11,,189,2019-06-28,
12,,102,2019-06-28,
13,,139,2019-06-28,
14,,167,2019-06-28,
15,,136,2019-06-28,
16,,98,2019-06-28,
17,,36,2019-06-28,
18,,45,2019-06-28,
19,,23,2019-06-28,
20,,11,2019-06-28,
21,,9,2019-06-28,
22,,11,2019-06-28,
23,,25,2019-06-28,
0,,39,2019-06-29,
1,,200,2019-06-29,
2,,218,2019-06-29,
3,,237,2019-06-29,
4,,172,2019-06-29,
5,,169,2019-06-29,
6,,175,2019-06-29,
7,,178,2019-06-29,
8,,187,2019-06-29,
9,,139,2019-06-29,
10,,202,2019-06-29,
11,,189,2019-06-29,
12,,102,2019-06-29,
13,,139,2019-06-29,
14,,167,2019-06-29,
15,,136,2019-06-29,
16,,98,2019-06-29,
17,,36,2019-06-29,
18,,45,2019-06-29,
19,,23,2019-06-29,
20,,11,2019-06-29,
21,,9,2019-06-29,
22,,11,2019-06-29,
23,,25,2019-06-29,
0,,39,2019-06-30,
1,,200,2019-06-30,
2,,218,2019-06-30,
3,,237,2019-06-30,
4,,172,2019-06-30,
5,,169,2019-06-30,
6,,175,2019-06-30,
7,,178,2019-06-30,
8,,187,2019-06-30,
9,,139,2019-06-30,
10,,202,2019-06-30,
11,,189,2019-06-30,
12,,102,2019-06-30,
13,,139,2019-06-30,
14,,167,2019-06-30,
15,,136,2019-06-30,
16,,98,2019-06-30,
17,,36,2019-06-30,
18,,45,2019-06-30,
19,,23,2019-06-30,
20,,11,2019-06-30,
21,,9,2019-06-30,
22,,11,2019-06-30,
23,,25,2019-06-30,
0,,39,2019-07-01,
1,,200,2019-07-01,
2,,218,2019-07-01,
3,,237,2019-07-01,
4,,172,2019-07-01,
5,,169,2019-07-01,
6,,175,2019-07-01,
7,,178,2019-07-01,
8,,187,2019-07-01,
9,,139,2019-07-01,
10,,202,2019-07-01,
11,,189,2019-07-01,
12,,102,2019-07-01,
13,,139,2019-07-01,
14,,168,2019-07-01,
15,,136,2019-07-01,
16,,98,2019-07-01,
17,,36,2019-07-01,
18,,45,2019-07-01,
19,,23,2019-07-01,
20,,11,2019-07-01,
21,,9,2019-07-01,
22,,11,2019-07-01,
23,,25,2019-07-01,
0,,39,2019-07-02,
1,,200,2019-07-02,
2,,218,2019-07-02,
3,,237,2019-07-02,
4,,172,2019-07-02,
5,,169,2019-07-02,
6,,175,2019-07-02,
7,,178,2019-07-02,
8,,187,2019-07-02,
9,,139,2019-07-02,
10,,202,2019-07-02,
11,,189,2019-07-02,
12,,102,2019-07-02,
13,,139,2019-07-02,
14,,168,2019-07-02,
15,,136,2019-07-02,
16,,98,2019-07-02,
17,,36,2019-07-02,
18,,45,2019-07-02,
19,,23,2019-07-02,
20,,11,2019-07-02,
21,,9,2019-07-02,
22,,11,2019-07-02,
23,,25,2019-07-02,
0,,39,2019-07-03,
1,,200,2019-07-03,
2,,218,2019-07-03,
3,,237,2019-07-03,
4,,172,2019-07-03,
5,,169,2019-07-03,
6,,175,2019-07-03,
7,,178,2019-07-03,
8,,187,2019-07-03,
9,,139,2019-07-03,
10,,202,2019-07-03,
11,,189,2019-07-03,
12,,102,2019-07-03,
13,,139,2019-07-03,
14,,168,2019-07-03,
15,,136,2019-07-03,
16,,98,2019-07-03,
17,,36,2019-07-03,
18,,45,2019-07-03,
19,,23,2019-07-03,
20,,11,2019-07-03,
21,,9,2019-07-03,
22,,11,2019-07-03,
23,,25,2019-07-03,
0,,39,2019-07-04,
1,,200,2019-07-04,
2,,218,2019-07-04,
3,,237,2019-07-04,
4,,172,2019-07-04,
5,,169,2019-07-04,
6,,175,2019-07-04,
7,,178,2019-07-04,
8,,187,2019-07-04,
9,,139,2019-07-04,
10,,202,2019-07-04,
11,,189,2019-07-04,
12,,102,2019-07-04,
13,,139,2019-07-04,
14,,168,2019-07-04,
15,,136,2019-07-04,
16,,98,2019-07-04,
17,,36,2019-07-04,
18,,45,2019-07-04,
19,,23,2019-07-04,
20,,11,2019-07-04,
21,,9,2019-07-04,
22,,11,2019-07-04,
23,,25,2019-07-04,
0,,39,2019-07-05,
1,,200,2019-07-05,
2,,218,2019-07-05,
3,,237,2019-07-05,
4,,172,2019-07-05,
5,,169,2019-07-05,
6,,175,2019-07-05,
7,,178,2019-07-05,
8,,187,2019-07-05,
9,,139,2019-07-05,
10,,202,2019-07-05,
11,,189,2019-07-05,
12,,102,2019-07-05,
13,,139,2019-07-05,
14,,168,2019-07-05,
15,,136,2019-07-05,
16,,98,2019-07-05,
17,,36,2019-07-05,
18,,45,2019-07-05,
19,,23,2019-07-05,
20,,11,2019-07-05,
21,,9,2019-07-05,
22,,11,2019-07-05,
23,,25,2019-07-05,
0,,39,2019-07-06,
1,,200,2019-07-06,
2,,218,2019-07-06,
3,,237,2019-07-06,
4,,172,2019-07-06,
5,,169,2019-07-06,
6,,175,2019-07-06,
7,,178,2019-07-06,
8,,187,2019-07-06,
9,,139,2019-07-06,
10,,202,2019-07-06,
11,,189,2019-07-06,
12,,102,2019-07-06,
13,,139,2019-07-06,
14,,168,2019-07-06,
15,,136,2019-07-06,
16,,98,2019-07-06,
17,,36,2019-07-06,
18,,45,2019-07-06,
19,,23,2019-07-06,
20,,11,2019-07-06,
21,,9,2019-07-06,
22,,11,2019-07-06,
23,,25,2019-07-06,
0,,39,2019-07-07,
1,,200,2019-07-07,
2,,218,2019-07-07,
3,,237,2019-07-07,
4,,172,2019-07-07,
5,,169,2019-07-07,
6,,175,2019-07-07,
7,,178,2019-07-07,
8,,187,2019-07-07,
9,,139,2019-07-07,
10,,202,2019-07-07,
11,,189,2019-07-07,
12,,102,2019-07-07,
13,,139,2019-07-07,
14,,168,2019-07-07,
15,,136,2019-07-07,
16,,98,2019-07-07,
17,,36,2019-07-07,
18,,45,2019-07-07,
19,,23,2019-07-07,
20,,11,2019-07-07,
21,,9,2019-07-07,
22,,11,2019-07-07,
23,,25,2019-07-07,
0,,39,2019-07-08,
1,,200,2019-07-08,
2,,218,2019-07-08,
3,,237,2019-07-08,
4,,172,2019-07-08,
5,,169,2019-07-08,
6,,175,2019-07-08,
7,,178,2019-07-08,
8,,187,2019-07-08,
9,,141,2019-07-08,
10,,202,2019-07-08,
11,,189,2019-07-08,
12,,102,2019-07-08,
13,,139,2019-07-08,
14,,171,2019-07-08,
15,,136,2019-07-08,
16,,98,2019-07-08,
17,,36,2019-07-08,
18,,45,2019-07-08,
19,,23,2019-07-08,
20,,11,2019-07-08,
21,,9,2019-07-08,
22,,11,2019-07-08,
23,,25,2019-07-08,
0,,39,2019-07-09,
1,,200,2019-07-09,
2,,218,2019-07-09,
3,,237,2019-07-09,
4,,172,2019-07-09,
5,,169,2019-07-09,
6,,175,2019-07-09,
7,,178,2019-07-09,
8,,187,2019-07-09,
9,,141,2019-07-09,
10,,202,2019-07-09,
11,,189,2019-07-09,
12,,102,2019-07-09,
13,,139,2019-07-09,
14,,171,2019-07-09,
15,,136,2019-07-09,
16,,98,2019-07-09,
17,,39,2019-07-09,
18,,45,2019-07-09,
19,,23,2019-07-09,
20,,11,2019-07-09,
21,,9,2019-07-09,
22,,11,2019-07-09,
23,,25,2019-07-09,
0,,39,2019-07-10,
1,,200,2019-07-10,
2,,218,2019-07-10,
3,,237,2019-07-10,
4,,172,2019-07-10,
5,,169,2019-07-10,
6,,175,2019-07-10,
7,,178,2019-07-10,
8,,187,2019-07-10,
9,,141,2019-07-10,
10,,202,2019-07-10,
11,,189,2019-07-10,
12,,102,2019-07-10,
13,,139,2019-07-10,
14,,171,2019-07-10,
15,,136,2019-07-10,
16,,98,2019-07-10,
17,,39,2019-07-10,
18,,45,2019-07-10,
19,,23,2019-07-10,
20,,11,2019-07-10,
21,,9,2019-07-10,
22,,11,2019-07-10,
23,,25,2019-07-10,
0,,39,2019-07-11,
1,,200,2019-07-11,
2,,218,2019-07-11,
3,,237,2019-07-11,
4,,172,2019-07-11,
5,,169,2019-07-11,
6,,175,2019-07-11,
7,,178,2019-07-11,
8,,187,2019-07-11,
9,,141,2019-07-11,
10,,202,2019-07-11,
11,,189,2019-07-11,
12,,102,2019-07-11,
13,,139,2019-07-11,
14,,171,2019-07-11,
15,,136,2019-07-11,
16,,98,2019-07-11,
17,,39,2019-07-11,
18,,45,2019-07-11,
19,,23,2019-07-11,
20,,11,2019-07-11,
21,,9,2019-07-11,
22,,11,2019-07-11,
23,,25,2019-07-11,
0,,39,2019-07-12,
1,,200,2019-07-12,
2,,218,2019-07-12,
3,,237,2019-07-12,
4,,172,2019-07-12,
5,,169,2019-07-12,
6,,175,2019-07-12,
7,,178,2019-07-12,
8,,187,2019-07-12,
9,,141,2019-07-12,
10,,202,2019-07-12,
11,,189,2019-07-12,
12,,102,2019-07-12,
13,,139,2019-07-12,
14,,171,2019-07-12,
15,,136,2019-07-12,
16,,98,2019-07-12,
17,,39,2019-07-12,
18,,45,2019-07-12,
19,,23,2019-07-12,
20,,11,2019-07-12,
21,,9,2019-07-12,
22,,11,2019-07-12,
23,,25,2019-07-12,
0,,39,2019-07-13,
1,,200,2019-07-13,
2,,218,2019-07-13,
3,,237,2019-07-13,
4,,172,2019-07-13,
5,,169,2019-07-13,
6,,175,2019-07-13,
7,,178,2019-07-13,
8,,187,2019-07-13,
9,,141,2019-07-13,
10,,202,2019-07-13,
11,,189,2019-07-13,
12,,102,2019-07-13,
13,,139,2019-07-13,
14,,171,2019-07-13,
15,,136,2019-07-13,
16,,98,2019-07-13,
17,,39,2019-07-13,
18,,45,2019-07-13,
19,,23,2019-07-13,
20,,11,2019-07-13,
21,,9,2019-07-13,
22,,11,2019-07-13,
23,,25,2019-07-13,
0,,39,2019-07-14,
1,,200,2019-07-14,
2,,218,2019-07-14,
3,,237,2019-07-14,
4,,172,2019-07-14,
5,,169,2019-07-14,
6,,175,2019-07-14,
7,,178,2019-07-14,
8,,187,2019-07-14,
9,,141,2019-07-14,
10,,202,2019-07-14,
11,,189,2019-07-14,
12,,102,2019-07-14,
13,,139,2019-07-14,
14,,171,2019-07-14,
15,,136,2019-07-14,
16,,98,2019-07-14,
17,,39,2019-07-14,
18,,45,2019-07-14,
19,,23,2019-07-14,
20,,11,2019-07-14,
21,,9,2019-07-14,
22,,11,2019-07-14,
23,,25,2019-07-14,
0,,39,2019-07-15,
1,,200,2019-07-15,
2,,218,2019-07-15,
3,,237,2019-07-15,
4,,172,2019-07-15,
5,,169,2019-07-15,
6,,175,2019-07-15,
7,,178,2019-07-15,
8,,187,2019-07-15,
9,,141,2019-07-15,
10,,203,2019-07-15,
11,,189,2019-07-15,
12,,102,2019-07-15,
13,,139,2019-07-15,
14,,171,2019-07-15,
15,,136,2019-07-15,
16,,98,2019-07-15,
17,,39,2019-07-15,
18,,45,2019-07-15,
19,,23,2019-07-15,
20,,11,2019-07-15,
21,,9,2019-07-15,
22,,11,2019-07-15,
23,,25,2019-07-15,
0,,39,2019-07-16,
1,,200,2019-07-16,
2,,218,2019-07-16,
3,,237,2019-07-16,
4,,172,2019-07-16,
5,,169,2019-07-16,
6,,175,2019-07-16,
7,,181,2019-07-16,
8,,188,2019-07-16,
9,,141,2019-07-16,
10,,203,2019-07-16,
11,,189,2019-07-16,
12,,102,2019-07-16,
13,,139,2019-07-16,
14,,171,2019-07-16,
15,,136,2019-07-16,
16,,98,2019-07-16,
17,,39,2019-07-16,
18,,45,2019-07-16,
19,,23,2019-07-16,
20,,11,2019-07-16,
21,,9,2019-07-16,
22,,11,2019-07-16,
23,,25,2019-07-16,
0,,39,2019-07-17,
1,,200,2019-07-17,
2,,218,2019-07-17,
3,,237,2019-07-17,
4,,172,2019-07-17,
5,,169,2019-07-17,
6,,175,2019-07-17,
7,,181,2019-07-17,
8,,190,2019-07-17,
9,,141,2019-07-17,
10,,203,2019-07-17,
11,,189,2019-07-17,
12,,103,2019-07-17,
13,,139,2019-07-17,
14,,171,2019-07-17,
15,,136,2019-07-17,
16,,98,2019-07-17,
17,,39,2019-07-17,
18,,45,2019-07-17,
19,,23,2019-07-17,
20,,11,2019-07-17,
21,,9,2019-07-17,
22,,11,2019-07-17,
23,,25,2019-07-17,
0,,39,2019-07-18,
1,,200,2019-07-18,
2,,218,2019-07-18,
3,,237,2019-07-18,
4,,172,2019-07-18,
5,,169,2019-07-18,
6,,175,2019-07-18,
7,,181,2019-07-18,
8,,190,2019-07-18,
9,,141,2019-07-18,
10,,203,2019-07-18,
11,,189,2019-07-18,
12,,103,2019-07-18,
13,,139,2019-07-18,
14,,171,2019-07-18,
15,,137,2019-07-18,
16,,98,2019-07-18,
17,,39,2019-07-18,
18,,45,2019-07-18,
19,,23,2019-07-18,
20,,11,2019-07-18,
21,,9,2019-07-18,
22,,11,2019-07-18,
23,,25,2019-07-18,
0,,39,2019-07-19,
1,,200,2019-07-19,
2,,218,2019-07-19,
3,,237,2019-07-19,
4,,172,2019-07-19,
5,,169,2019-07-19,
6,,175,2019-07-19,
7,,181,2019-07-19,
8,,190,2019-07-19,
9,,141,2019-07-19,
10,,203,2019-07-19,
11,,189,2019-07-19,
12,,103,2019-07-19,
13,,139,2019-07-19,
14,,171,2019-07-19,
15,,137,2019-07-19,
16,,98,2019-07-19,
17,,39,2019-07-19,
18,,45,2019-07-19,
19,,23,2019-07-19,
20,,11,2019-07-19,
21,,9,2019-07-19,
22,,11,2019-07-19,
23,,25,2019-07-19,
0,,40,2019-07-20,
1,,200,2019-07-20,
2,,218,2019-07-20,
3,,237,2019-07-20,
4,,172,2019-07-20,
5,,169,2019-07-20,
6,,175,2019-07-20,
7,,181,2019-07-20,
8,,190,2019-07-20,
9,,141,2019-07-20,
10,,203,2019-07-20,
11,,189,2019-07-20,
12,,103,2019-07-20,
13,,139,2019-07-20,
14,,171,2019-07-20,
15,,137,2019-07-20,
16,,98,2019-07-20,
17,,39,2019-07-20,
18,,45,2019-07-20,
19,,23,2019-07-20,
20,,11,2019-07-20,
21,,9,2019-07-20,
22,,11,2019-07-20,
23,,25,2019-07-20,
0,,40,2019-07-21,
1,,201,2019-07-21,
2,,218,2019-07-21,
3,,237,2019-07-21,
4,,172,2019-07-21,
5,,169,2019-07-21,
6,,175,2019-07-21,
7,,181,2019-07-21,
8,,190,2019-07-21,
9,,141,2019-07-21,
10,,203,2019-07-21,
11,,189,2019-07-21,
12,,103,2019-07-21,
13,,139,2019-07-21,
14,,171,2019-07-21,
15,,137,2019-07-21,
16,,98,2019-07-21,
17,,39,2019-07-21,
18,,45,2019-07-21,
19,,23,2019-07-21,
20,,11,2019-07-21,
21,,9,2019-07-21,
22,,11,2019-07-21,
23,,25,2019-07-21,
0,,40,2019-07-22,
1,,201,2019-07-22,
2,,218,2019-07-22,
3,,237,2019-07-22,
4,,172,2019-07-22,
5,,169,2019-07-22,
6,,175,2019-07-22,
7,,181,2019-07-22,
8,,190,2019-07-22,
9,,141,2019-07-22,
10,,203,2019-07-22,
11,,189,2019-07-22,
12,,103,2019-07-22,
13,,139,2019-07-22,
14,,171,2019-07-22,
15,,137,2019-07-22,
16,,98,2019-07-22,
17,,39,2019-07-22,
18,,45,2019-07-22,
19,,23,2019-07-22,
20,,11,2019-07-22,
21,,9,2019-07-22,
22,,11,2019-07-22,
23,,25,2019-07-22,
0,,40,2019-07-23,
1,,202,2019-07-23,
2,,218,2019-07-23,
3,,237,2019-07-23,
4,,172,2019-07-23,
5,,169,2019-07-23,
6,,175,2019-07-23,
7,,181,2019-07-23,
8,,190,2019-07-23,
9,,141,2019-07-23,
10,,203,2019-07-23,
11,,191,2019-07-23,
12,,103,2019-07-23,
13,,139,2019-07-23,
14,,171,2019-07-23,
15,,137,2019-07-23,
16,,98,2019-07-23,
17,,39,2019-07-23,
18,,45,2019-07-23,
19,,23,2019-07-23,
20,,11,2019-07-23,
21,,9,2019-07-23,
22,,11,2019-07-23,
23,,25,2019-07-23,
0,,40,2019-07-24,
1,,202,2019-07-24,
2,,218,2019-07-24,
3,,237,2019-07-24,
4,,174,2019-07-24,
5,,169,2019-07-24,
6,,175,2019-07-24,
7,,181,2019-07-24,
8,,190,2019-07-24,
9,,141,2019-07-24,
10,,203,2019-07-24,
11,,191,2019-07-24,
12,,103,2019-07-24,
13,,139,2019-07-24,
14,,171,2019-07-24,
15,,137,2019-07-24,
16,,98,2019-07-24,
17,,39,2019-07-24,
18,,45,2019-07-24,
19,,23,2019-07-24,
20,,11,2019-07-24,
21,,9,2019-07-24,
22,,11,2019-07-24,
23,,25,2019-07-24,
0,,40,2019-07-25,
1,,202,2019-07-25,
2,,218,2019-07-25,
3,,238,2019-07-25,
4,,174,2019-07-25,
5,,169,2019-07-25,
6,,175,2019-07-25,
7,,181,2019-07-25,
8,,191,2019-07-25,
9,,141,2019-07-25,
10,,203,2019-07-25,
11,,191,2019-07-25,
12,,103,2019-07-25,
13,,139,2019-07-25,
14,,171,2019-07-25,
15,,137,2019-07-25,
16,,98,2019-07-25,
17,,39,2019-07-25,
18,,45,2019-07-25,
19,,23,2019-07-25,
20,,11,2019-07-25,
21,,9,2019-07-25,
22,,11,2019-07-25,
23,,25,2019-07-25,
0,,40,2019-07-26,
1,,202,2019-07-26,
2,,218,2019-07-26,
3,,238,2019-07-26,
4,,174,2019-07-26,
5,,169,2019-07-26,
6,,175,2019-07-26,
7,,182,2019-07-26,
8,,191,2019-07-26,
9,,141,2019-07-26,
10,,203,2019-07-26,
11,,191,2019-07-26,
12,,103,2019-07-26,
13,,139,2019-07-26,
14,,171,2019-07-26,
15,,137,2019-07-26,
16,,98,2019-07-26,
17,,39,2019-07-26,
18,,45,2019-07-26,
19,,23,2019-07-26,
20,,11,2019-07-26,
21,,9,2019-07-26,
22,,11,2019-07-26,
23,,25,2019-07-26,
0,,40,2019-07-27,
1,,202,2019-07-27,
2,,218,2019-07-27,
3,,238,2019-07-27,
4,,174,2019-07-27,
5,,169,2019-07-27,
6,,175,2019-07-27,
7,,182,2019-07-27,
8,,191,2019-07-27,
9,,141,2019-07-27,
10,,203,2019-07-27,
11,,191,2019-07-27,
12,,103,2019-07-27,
13,,139,2019-07-27,
14,,171,2019-07-27,
15,,137,2019-07-27,
16,,98,2019-07-27,
17,,39,2019-07-27,
18,,45,2019-07-27,
19,,23,2019-07-27,
20,,11,2019-07-27,
21,,9,2019-07-27,
22,,11,2019-07-27,
23,,25,2019-07-27,
0,,40,2019-07-28,
1,,202,2019-07-28,
2,,218,2019-07-28,
3,,238,2019-07-28,
4,,174,2019-07-28,
5,,169,2019-07-28,
6,,175,2019-07-28,
7,,182,2019-07-28,
8,,191,2019-07-28,
9,,141,2019-07-28,
10,,203,2019-07-28,
11,,191,2019-07-28,
12,,103,2019-07-28,
13,,139,2019-07-28,
14,,171,2019-07-28,
15,,137,2019-07-28,
16,,98,2019-07-28,
17,,39,2019-07-28,
18,,45,2019-07-28,
19,,23,2019-07-28,
20,,11,2019-07-28,
21,,9,2019-07-28,
22,,11,2019-07-28,
23,,25,2019-07-28,
0,,40,2019-07-29,
1,,202,2019-07-29,
2,,218,2019-07-29,
3,,238,2019-07-29,
4,,174,2019-07-29,
5,,169,2019-07-29,
6,,175,2019-07-29,
7,,182,2019-07-29,
8,,191,2019-07-29,
9,,141,2019-07-29,
10,,203,2019-07-29,
11,,191,2019-07-29,
12,,103,2019-07-29,
13,,139,2019-07-29,
14,,171,2019-07-29,
15,,137,2019-07-29,
16,,98,2019-07-29,
17,,39,2019-07-29,
18,,45,2019-07-29,
19,,23,2019-07-29,
20,,11,2019-07-29,
21,,9,2019-07-29,
22,,11,2019-07-29,
23,,25,2019-07-29,
0,,40,2019-07-30,
1,,202,2019-07-30,
2,,218,2019-07-30,
3,,238,2019-07-30,
4,,174,2019-07-30,
5,,169,2019-07-30,
6,,175,2019-07-30,
7,,182,2019-07-30,
8,,191,2019-07-30,
9,,141,2019-07-30,
10,,203,2019-07-30,
11,,191,2019-07-30,
12,,103,2019-07-30,
13,,139,2019-07-30,
14,,171,2019-07-30,
15,,137,2019-07-30,
16,,98,2019-07-30,
17,,39,2019-07-30,
18,,45,2019-07-30,
19,,23,2019-07-30,
20,,11,2019-07-30,
21,,9,2019-07-30,
22,,11,2019-07-30,
23,,25,2019-07-30,
0,,40,2019-07-31,
1,,202,2019-07-31,
2,,218,2019-07-31,
3,,263,2019-07-31,
4,,174,2019-07-31,
5,,169,2019-07-31,
6,,175,2019-07-31,
7,,182,2019-07-31,
8,,191,2019-07-31,
9,,141,2019-07-31,
10,,203,2019-07-31,
11,,191,2019-07-31,
12,,103,2019-07-31,
13,,139,2019-07-31,
14,,171,2019-07-31,
15,,137,2019-07-31,
16,,98,2019-07-31,
17,,39,2019-07-31,
18,,45,2019-07-31,
19,,23,2019-07-31,
20,,11,2019-07-31,
21,,9,2019-07-31,
22,,11,2019-07-31,
23,,25,2019-07-31,
0,,40,2019-08-01,
1,,202,2019-08-01,
2,,218,2019-08-01,
3,,263,2019-08-01,
4,,174,2019-08-01,
5,,169,2019-08-01,
6,,175,2019-08-01,
7,,182,2019-08-01,
8,,191,2019-08-01,
9,,142,2019-08-01,
10,,203,2019-08-01,
11,,191,2019-08-01,
12,,103,2019-08-01,
13,,139,2019-08-01,
14,,171,2019-08-01,
15,,137,2019-08-01,
16,,98,2019-08-01,
17,,39,2019-08-01,
18,,45,2019-08-01,
19,,23,2019-08-01,
20,,11,2019-08-01,
21,,9,2019-08-01,
22,,11,2019-08-01,
23,,25,2019-08-01,
0,,40,2019-08-02,
1,,202,2019-08-02,
2,,218,2019-08-02,
3,,263,2019-08-02,
4,,174,2019-08-02,
5,,169,2019-08-02,
6,,175,2019-08-02,
7,,182,2019-08-02,
8,,191,2019-08-02,
9,,142,2019-08-02,
10,,203,2019-08-02,
11,,191,2019-08-02,
12,,103,2019-08-02,
13,,139,2019-08-02,
14,,171,2019-08-02,
15,,137,2019-08-02,
16,,98,2019-08-02,
17,,39,2019-08-02,
18,,45,2019-08-02,
19,,23,2019-08-02,
20,,11,2019-08-02,
21,,9,2019-08-02,
22,,11,2019-08-02,
23,,25,2019-08-02,
0,,40,2019-08-03,
1,,202,2019-08-03,
2,,218,2019-08-03,
3,,263,2019-08-03,
4,,174,2019-08-03,
5,,169,2019-08-03,
6,,175,2019-08-03,
7,,182,2019-08-03,
8,,193,2019-08-03,
9,,142,2019-08-03,
10,,203,2019-08-03,
11,,191,2019-08-03,
12,,103,2019-08-03,
13,,139,2019-08-03,
14,,171,2019-08-03,
15,,137,2019-08-03,
16,,98,2019-08-03,
17,,39,2019-08-03,
18,,45,2019-08-03,
19,,23,2019-08-03,
20,,11,2019-08-03,
21,,9,2019-08-03,
22,,11,2019-08-03,
23,,25,2019-08-03,
0,,40,2019-08-04,
1,,202,2019-08-04,
2,,218,2019-08-04,
3,,263,2019-08-04,
4,,174,2019-08-04,
5,,169,2019-08-04,
6,,175,2019-08-04,
7,,182,2019-08-04,
8,,193,2019-08-04,
9,,142,2019-08-04,
10,,203,2019-08-04,
11,,191,2019-08-04,
12,,103,2019-08-04,
13,,139,2019-08-04,
14,,171,2019-08-04,
15,,137,2019-08-04,
16,,98,2019-08-04,
17,,39,2019-08-04,
18,,45,2019-08-04,
19,,23,2019-08-04,
20,,11,2019-08-04,
21,,9,2019-08-04,
22,,11,2019-08-04,
23,,25,2019-08-04,
0,,40,2019-08-05,
1,,202,2019-08-05,
2,,218,2019-08-05,
3,,263,2019-08-05,
4,,174,2019-08-05,
5,,169,2019-08-05,
6,,175,2019-08-05,
7,,183,2019-08-05,
8,,193,2019-08-05,
9,,142,2019-08-05,
10,,203,2019-08-05,
11,,191,2019-08-05,
12,,103,2019-08-05,
13,,139,2019-08-05,
14,,171,2019-08-05,
15,,137,2019-08-05,
16,,98,2019-08-05,
17,,39,2019-08-05,
18,,45,2019-08-05,
19,,23,2019-08-05,
20,,11,2019-08-05,
21,,9,2019-08-05,
22,,11,2019-08-05,
23,,25,2019-08-05,
0,,40,2019-08-06,
1,,202,2019-08-06,
2,,218,2019-08-06,
3,,263,2019-08-06,
4,,174,2019-08-06,
5,,169,2019-08-06,
6,,175,2019-08-06,
7,,183,2019-08-06,
8,,193,2019-08-06,
9,,142,2019-08-06,
10,,203,2019-08-06,
11,,191,2019-08-06,
12,,103,2019-08-06,
13,,139,2019-08-06,
14,,171,2019-08-06,
15,,137,2019-08-06,
16,,98,2019-08-06,
17,,39,2019-08-06,
18,,45,2019-08-06,
19,,23,2019-08-06,
20,,11,2019-08-06,
21,,9,2019-08-06,
22,,11,2019-08-06,
23,,25,2019-08-06,
0,,40,2019-08-07,
1,,203,2019-08-07,
2,,222,2019-08-07,
3,,263,2019-08-07,
4,,174,2019-08-07,
5,,169,2019-08-07,
6,,175,2019-08-07,
7,,183,2019-08-07,
8,,193,2019-08-07,
9,,142,2019-08-07,
10,,203,2019-08-07,
11,,191,2019-08-07,
12,,103,2019-08-07,
13,,139,2019-08-07,
14,,171,2019-08-07,
15,,137,2019-08-07,
16,,98,2019-08-07,
17,,39,2019-08-07,
18,,45,2019-08-07,
19,,23,2019-08-07,
20,,11,2019-08-07,
21,,9,2019-08-07,
22,,11,2019-08-07,
23,,25,2019-08-07,
0,,40,2019-08-08,
1,,203,2019-08-08,
2,,222,2019-08-08,
3,,263,2019-08-08,
4,,179,2019-08-08,
5,,169,2019-08-08,
6,,175,2019-08-08,
7,,183,2019-08-08,
8,,193,2019-08-08,
9,,142,2019-08-08,
10,,203,2019-08-08,
11,,191,2019-08-08,
12,,103,2019-08-08,
13,,139,2019-08-08,
